code,description,nco_2004_code
5244.0100,"Operator, Call Centre",5220.22
5245.0101,Petrol Pump Salesman/Fuel,5220.45
5249.0200,"Salesman, Wholesale Trade",5220.30
5249.0301,"Salesman, Retail Trade",5220.35
5249.0400,Wholesale Dealer,5220.50
5249.0500,Retail Dealer,5220.55
5249.0600,Selling Agent,5220.60
5249.0700,Stockist,5220.65
5311.0100,"Ayah, Institutional",5131.10
5311.0200,Child Care Worker,5131.30
5311.0300,Governess,5121.40
5311.0400,"Ayah, Domestic",5131.20
5311.9900,"Child Care Workers, Other",5131.90
5322.9900,"Home-Based Personal Care Workers, Other",5133.90
5411.0100,Fire Fighter,5161.10
5411.9900,"Fire Fighters, Other",5161.90
5412.0100,Police Constable,5162.10
5412.0200,"Sepoy, Customs",5162.20
5412.0300,"Constable, Excise",5162.30
5412.9900,"Police Officers, Other",5162.90
5413.0100,"Warder, Jail",5163.10
5413.9900,"Prison Guards, Other",5163.90
5414.0101,Security Officer,5169.10
5414.0200,Home Guard,5169.20
5414.0400,Watchman,9152.20
5414.0501,Gateman/Unarmed Security Guard,9152.30
6111.0100,"Cultivator, General",6111.10
6111.0200,"Cultivator, Crop",6111.20
6111.0800,"Cultivator, Fruit",6112.10
6111.1200,Viniculturist,6112.20
6111.1300,"Cultivator, Vegetables",6111.30
6111.2000,"Fieldman, Agriculture",6111.50
6111.9900,"Field Crop and Vegetable Growers, Other",6111.90
6112.0100,"Pruner, Tea Gardens",6112.30
6112.0200,"Tapper, Palm Juice",6112.40
6112.0300,"Tapper, Rubber",6112.50
6112.0400,Budder,6112.65
6112.9900,"Tree and Shrub Crop Growers, Other",6112.90
6113.0100,Planter,6113.10
6113.0200,Nurseryman,6113.20
6113.0301,"Gardener, General",6113.30
6113.0400,Groundsman,6113.40
6113.9900,"Nursery Workers and Gardeners, Other",6113.90
6114.9900,"Mixed Crop Growers, Other",6114.90
6121.0100,"Farmer, Livestock",6121.10
6121.0201,"Farmer, Dairy/Dairy Farmer/Entrepreneur",6121.15
6121.0300,"Livestock Worker, General",6121.20
6121.0400,Herdsman,6121.25
6121.0500,Livestock Workers/Other Livestock Workers,6121.30
6121.0601,"Dairy Farm Worker, General/Dairy Worker",6121.35
6121.0700,Milker,6121.40
6121.0800,"Milker, Machine",6121.45
6121.1000,Stableman,6121.55
6121.1100,Elephant Keeper,6121.60
6121.1200,"Shearer, Sheep",6121.65
6121.1300,"Shearer, Animal, Other/Shearer, Other",6121.70
6121.1400,Grass Cutter,6121.75
6121.9900,"Dairy and Livestock Producers, Other",6121.90
6122.0101,"Farmer, Poultry/Broiler Farm Supervisor",6122.10
6122.0200,"Farmer, Poultry Breeding",6122.20
6122.0301,"Poultry Farm Worker, General/Broiler Farm",6122.30
6122.0401,Hatchery Operator/Hatchery In-Charge,6122.40
6122.9900,"Poultry Farm Workers, Other",6122.90
6123.0101,Beekeeper,6123.10
6123.0201,"Rearer, Silkworm/ Sericulturist",6123.20
6123.9900,"Apiarists and Sericulturists, Other",6123.90
6129.0100,"Farmer, Fur-Bearing Animals",6129.10
6129.9900,"Animal Producers and Related Workers,",6129.90
6130.0100,Artificial Breeding Technician,6130.10
6130.0201,Seed Grower/Quality Seed Grower,6112.60
6130.9900,"Mixed Crop and Animal Workers, Other",6130.90
6210.0100,Forester,6141.10
6210.0200,Forest Guard,6141.15
6210.0300,Forest Fire Watcher,6141.20
6210.0400,Foresters and Related Workers,6141.25
6210.0500,Gatherer Lac,6141.30
6210.0600,"Gatherer, Medicinal Herbs",6141.35
6210.0700,"Gatherer, Firewood",6141.40
6210.0800,Cane Cutter,6141.45
6210.0900,Thatch Cutter,6141.50
6210.1000,Log Feller,6141.55
6210.1100,Wood Cutter,6141.60
6210.1200,"Marker, Log",6141.65
6210.1300,Sandalwood Extractor,6141.70
6210.1400,"Estimator, Timber",6141.75
6210.1500,"Sorter, Timber",6141.80
6210.1600,Log Driver,6141.85
6210.1700,"Charcoal Burner, Wood",6142.10
6210.1800,"Digester Operator, Wood",6142.20
6210.1900,"Distiller, Turpentine and Eucalyptus",6142.30
6210.2000,Lac Treater,6142.40
6210.9900,"Forestry and Related Workers, Other",6141.90
6222.0100,"Fisherman, Inland Water",6152.10
6222.0200,"Fisherman, Estuaries, Coastal and",6152.20
6222.9900,"Inland and Coastal Water Fishery Workers,",6152.90
6223.0101,"Fisherman, Deep Sea/Marine Capture",6153.10
6223.9900,"Deep Sea Fishery Workers, Other",6153.90
6224.0300,Trapper,6154.30
6224.0400,Tracker,6154.40
6224.0500,Fish Overseer,6159.10
6224.0600,Fisheries Inspector,6159.20
6224.0700,"Fieldman, Fish",6159.25
6224.0800,Yard Officer,6159.30
6224.0900,Fish Hatcher,6159.35
6224.1000,Fish Curer,6159.40
6224.1100,Fish Meal Maker,6159.45
6224.1200,Rock Pilot,6159.50
6224.1300,Man Duck,6159.55
6224.1400,Net Maker,6159.60
6224.9900,"Hunters and Trappers, Other",6159.90
6310.0100,Tree Trimmer and Pruner,6200.10
6310.9900,"Subsistence Crop Farmers, Others",6200.90
7111.0100,Hut Maker,7121.10
7111.0200,Thatcher,7121.20
7111.9900,"Builders, Traditional Materials, Other",7121.90
7112.0100,Stone Mason,7122.10
7112.0200,"Bricklayerer, Construction",7122.20
7112.0300,"Bricklayer, Refractory",7122.30
7112.0400,Paviour,7122.40
7112.0500,Tar Supervisor,7122.50
7112.9900,"Bricklayerers, Other",7122.90
7113.0200,"Stone Cutter, Hand",7113.20
7113.0300,"Stone Dresser, Hand",7113.30
7113.0400,Stone Carver,7113.40
7113.0500,"Stone Polisher, Hand",7113.50
7113.9900,"Stone Splitters, Cutters and Carvers, Other",7113.90
7114.0100,Concrete Moulder,7123.10
7114.0200,Cement Finisher,7123.20
7114.9900,"Concrete Placers, Concrete Finishers and",7123.90
7115.0100,"Carpenter, General",7124.10
7115.0200,"Carpenter, Construction",7124.20
7115.0300,"Carpenter, Structural",7124.25
7115.0400,"Carpenter, Village",7124.30
7115.0500,"Joiner, Wood",7124.35
7115.0600,"Loftsman, Ship Building",7124.40
7115.0700,Shipwright,7124.45
7115.0800,"Lascar Stager, Ship Building",7124.50
7115.1100,"Carpenter Worker, Boat Building",7124.65
7115.1200,"Carpenter, Boat Building",7124.70
7115.1300,"Caulker, Boat Building",7124.75
7115.9900,"Carpenters and Joiners Operatives, Other",7124.90
7119.0100,Well Digger,7129.10
7119.0200,White Washer,7129.20
7119.9900,Building Frame and Related Trades,7129.90
7121.0100,"Tile Layer, Roof",7131.10
7121.9900,"Roofers, Other",7131.90
7122.0100,Tile Setter,7132.10
7122.0200,Concrete Mixer (Mosaic Tile),7132.20
7122.0300,Tile Presser (Mosaic),7132.30
7122.0400,Planer (Mosaic Tile),7132.40
7122.0500,Mosaic Layer,7132.50
7122.0600,Parquetry Floor Layer,7132.60
7122.9900,"Floor Layers and Tile Setters, Other",7132.90
7123.0100,Plasterer,7133.10
7123.9900,"Plasterers, Other",7133.90
7124.0100,"Building Insulator, Hand",7134.10
7124.0200,Acoustical Insulator,7134.20
7124.0300,"Insulator, Boilers and Pipes",7134.30
7124.0400,"Insulator, Refrigeration and Air-",7134.40
7124.9900,"Insulation Workers, Other",7134.90
7125.0100,Glazier (Construction),7135.10
7125.0200,"Glazier, Vehicle",7135.20
7125.0300,Picture Framer,7135.30
7125.9900,"Glaziers, Other",7135.90
7126.0101,"Plumber, General",7136.10
7126.0201,Pipe Layer/Plumber Pipeline,7136.20
7126.0301,Pipe Fitter,7136.30
7126.0400,Straightening Machine Operator (Iron &,7136.40
7126.0500,"Puncher, Metal",7136.50
7126.0600,Pneumatic Chipper,7136.60
7126.9900,"Plumbers and Pipe Fitters, Other",7136.90
7127.0100,"Mechanic, Refrigeration and Air-",7233.50
7131.0100,"Painter, Building",7141.10
7131.0200,"Painter, Steel Structure",7141.20
7131.0300,"Painter, Industrial",7141.25
7131.0500,Paper Hanger/Wallpaper Fixer/Decorator,7141.40
7131.9900,"Painters and Related Workers, Other",7141.90
7132.0100,"Painter, General",7142.10
7132.0201,"Painter, Spray/Painting Technician (Spray",7142.20
7132.0300,Metal Sprayer,7142.25
7132.0400,"Painter, Sign and Letter",7142.30
7132.0500,"Painter, Brush",7142.40
7132.0600,"Painter, Wood Work and Furniture",7142.50
7132.0700,"Painter, Glass",7142.60
7132.0900,"Painter, Mate",7142.80
7132.9900,"Varnishers and Related Workers, Other",7142.90
7211.0100,"Moulder, General",7211.10
7211.0200,"Moulder, Machine",7211.20
7211.0300,"Moulder, Vertical Pipe",7211.30
7211.0400,"Rammer, Vertical Pipe Moulding",7211.40
7211.0500,"Core Maker, Moulding (Hand)",7211.50
7211.0600,"Core Maker, Vertical Pipe",7211.60
7211.9900,"Metal Moulders and Core Makers, Other",7211.90
7212.0100,"Welder, Gas",7212.10
7212.0200,"Welder, Electric",7212.20
7212.0300,"Welder, Machine",7212.30
7212.0400,Gas Cutter,7212.40
7212.0500,Brazer,7212.50
7212.0600,Lead Burner,7212.60
7212.0700,"Welder, Resistance",7212.65
7212.9900,"Welders and Flame Cutters, Other",7212.90
7213.0101,"Sheet Metal Worker, General/Sheet Metal",7213.10
7213.0200,"Sheet Metal Worker, Structural",7213.20
7213.0301,Dent Remover/Auto Body Repair,7213.30
7213.0400,Tinsmith/Whitesmith,7213.40
7213.0500,Tin Coater,7213.50
7213.0600,Machine Feeder and Off-Bearer,7213.60
7213.9900,"Sheet Metal Workers, Other",7213.90
7214.0300,Boiler Fitter,7214.30
7214.0400,"Tubesmith, Boiler",7214.40
7214.0500,Boiler Maker,7214.50
7214.0600,"Erector, Structural",7214.60
7214.0700,"Fitter, Structural",7214.65
7214.0800,"Fitter, Construction",7214.70
7214.0900,Riveter,7214.80
7214.1000,Riveter (Railroad Equipment),7214.82
7214.9900,"Structural Metal Prepares and Erectors,",7214.90
7215.0100,Rigger,7215.10
7215.0200,Slinger,7215.20
7215.0300,Splicer (Rope and Cables),7215.30
7215.9900,"Riggers and Cable Splicers, Other",7215.90
7221.0100,Blacksmith,7221.10
7221.0200,Village Blacksmith,7221.20
7221.0300,Power Hammer Operator,7221.30
7221.0400,Hammer Man,7221.40
7221.0500,Stamper/Forging Operator,7221.50
7221.0600,Farrier,7221.60
7221.0700,Wire Drawer/Wire Drawing Machine,7221.70
7221.0800,Metal Spinner/Metal spinning Machine,7221.80
7221.9900,"Blacksmiths, Hammersmith and Forging",7221.90
7222.0200,Tool Maker,7222.20
7222.0300,Jig and Fixture Marker,7222.30
7222.0400,Jig Borer,7222.40
7222.0500,Die Maker,7222.50
7222.0600,"Die Sinker, Hand",7222.60
7222.0700,Locksmith,7222.70
7222.0800,"Pattern Marker, Metal Foundry",7222.80
7222.0900,Armourer,7222.85
7222.9900,"Tool Makers and Related Workers, Other",7222.90
7223.0100,"Tool Setter, General",7223.10
7223.0200,"Tool Setter, Press",7223.20
7223.0300,"Setter, Drop Forging Machine",7223.30
7223.0400,"Setter, Automatic Machine",7223.40
7223.0500,"Mechanist, General/Machinist",8211.10
7223.0601,Turner/Conventional Turning,8211.15
7223.0700,Turret and Capstan Lathe Operator,8211.20
7223.0800,Shaper,8211.22
7223.0900,Planer,8211.24
7223.1000,"Planer, Edge",8211.26
7223.1100,Slotter,8211.28
7223.1201,Miller/Operator – Conventional Milling,8211.30
7223.1300,Gear Cutter,8211.32
7223.1400,Heavy Duty End Mill Operator,8211.34
7223.1500,"Driller Metal, General",8211.36
7223.1600,Radial Driller,8211.38
7223.1701,Borer/Operator Boring Machine Operator,8211.40
7223.1800,Cylinder Borer,8211.42
7223.1900,Rifling Machine Operator,8211.44
7223.2000,Bending Machine Operator,8211.46
7223.2100,Glazer,8211.50
7223.2200,"Grinder, Tool and Cutter",8211.55
7223.2300,"Power Press Operator, Metal",8211.60
7223.2400,Sheet Metal Machine Operator,8211.61
7223.2500,Ball Filling Machine Operator,8211.62
7223.2600,Ball Lapping Machine Operator,8211.64
7223.2700,Dividing Machine Operator,8211.66
7223.2800,Die Copying Machine Operator/Die Sinking,8211.70
7223.2900,Profiling Machine Operator,8211.75
7223.3000,Metal Stamper,8211.80
7223.9900,Metal Working Machine Tool Setters and,8211.90
7224.0100,"Grinder, General",7224.10
7224.0200,"Grinder, Crankshaft",7224.20
7224.0300,Roll Grinder,7224.25
7224.0400,Surface Grinder,7224.30
7224.0500,Thread Grinder,7224.35
7224.0600,Honer/Honing Machine Operator,7224.40
7224.0700,Lapper,7224.45
7224.0801,Polisher,7224.55
7224.0900,"Saw Grinder, Hand",7224.65
7224.1100,Metal Bluer,7224.80
7224.9900,"Metal Wheel Grinder, Polishing and Tool",7224.90
7231.0100,"Mechanic, Automobile",7231.10
7231.0200,Engine Tester,7231.20
7231.0300,Tractor Mechanic,7231.30
7231.0400,Fitter Automobile,7231.40
7231.0500,"Mechanic, Motor Cycle",7231.50
7231.0900,Cleaner Motor Vehicle,7231.60
7231.9900,"Motor Vehicle Mechanics, Other",7231.90
7232.0100,Airframe Erector,7232.10
7232.0200,"Mechanic Aircraft, Propeller",7232.20
7232.0300,"Engine Tester, Aircraft",7232.30
7232.0400,"Engine Tester, Helper, Aircraft",7232.40
7232.0500,"Mechanic Aircraft Engine, Field           7232.50;",7232.70
7232.0600,"Mechanic Aircraft, Engine Overhauling",7232.60
7232.9900,"Aircraft Mechanics, Other",7232.90
7233.0100,"Fitter, General",7233.10
7233.0200,"Fitter, Bench",7233.20
7233.0300,"Mechanic, Petrol Engine",7233.22
7233.0400,"Mechanic, Diesel Engine",7233.24
7233.0600,"Mechanic, Gas/Diesel Engine",7233.26
7233.0700,"Mechanic, Earth Moving Machinery",7233.28
7233.0800,"Mechanic, Road Roller",7233.30
7233.0900,"Mechanic, Turbine",7233.32
7233.1000,"Mechanic, Stationery Steam Engine",7233.34
7233.1100,"Mechanic, Maintenance, Chemical",7233.36
7233.1200,Millwright,7233.38
7233.1300,"Mechanic, Pump",7233.40
7233.1400,"Mechanic, Dairy Maintenance",7233.42
7233.1500,"Mechanic, Mining Machinery",7233.44
7233.1600,"Mechanic, Textile Machinery",7233.46
7233.1700,"Mechanic, Printing Machinery",7233.48
7233.1800,"Mechanic, Sewing Machine",7233.52
7233.1900,"Lamp Repairman, Mines",7233.55
7233.2000,"Mechanic, Repairman (Domestic",7233.58
7233.2100,"Fitter, Stationery Steam Engine",7233.60
7233.2200,"Fitter, Marine",7233.62
7233.2300,"Fitter, Railway Carriage and Wagon",7233.63
7233.2400,"Fitter, Loco",7233.64
7233.2500,Loco Cleaner,7233.65
7233.2600,"Fitter, Bicycle",7233.66
7233.2700,"Fitter, Signal",7233.70
7233.2800,Agriculture Engineering Technician,7233.80
7233.9900,"Machinery Mechanics and Fitters, Other",7233.90
7311.0100,"Mechanic Precision Instrument, General",7311.10
7311.0200,Watch Repairer,7311.20
7311.0300,Assembler (Clock & Watch),7311.25
7311.0400,"Mechanic Precision Instrument, Mechanical",7311.30
7311.0500,"Viewer, Workshop",7311.35
7311.0600,"Mechanic, Atomizer and Fuel Pump (Diesel)",7311.40
7311.0800,"Mechanic, Optical Instrument",7311.60
7311.0900,"Calibrator, Glass",7311.65
7311.1000,Calibrator (Instrument & Apparatus),7311.67
7311.1100,"Calibrator, Other",7311.70
7311.1200,Orthopaedic Appliances and Limb,7311.75
7311.1400,"Instrument Maker, Other",7311.85
7311.9900,"Precision Instrument Makers and Repairers,",7311.90
7312.0100,Musical Instrument Maker (String ),7312.10
7312.0200,Harmonium Maker,7312.15
7312.0300,Harmonium Key Maker,7312.18
7312.0400,Harmonium Fitter,7312.20
7312.0500,Bellow Man (Harmonium),7312.22
7312.0600,Reed Fitter (Harmonium),7312.25
7312.0800,Finisher (Harmonium),7312.30
7312.1000,Organ Tuner,7312.35
7312.1200,Piano Tuner,7312.43
7312.1300,Tabla Maker (Musical Instrument),7312.45
7312.1400,"Drum Maker, Musical",7312.50
7312.1500,Clarinet Assembler,7312.55
7312.1600,Bagpipe Maker,7312.58
7312.1700,Brass Musical Instruments Assembler,7312.60
7312.1800,Musical Instrument Repairer,7312.65
7312.9900,"Musical Instrument Makers and Tuners,",7312.90
7313.0100,"Roller, Gold and Silver",7313.10
7313.0201,"Wire Maker, Gold and Silver/Component",7313.15
7313.0301,"Gold Curer, General/Gold Refiner",7313.18
7313.0401,"Gold Curer, Mint/Gold Melter and Refiner",7313.20
7313.0500,Gold Foil Maker,7313.22
7313.0600,"Leaf Maker, Gold and Silver",7313.25
7313.0700,Goldsmith,7313.28
7313.0801,Jewel Setter/Setter,7313.30
7313.0901,Gem Sorter,7313.35
7313.1001,Gem Slicer/Gemstone Rough Cutter,7313.45
7313.1101,Gem Cleaver,7313.50
7313.1300,"Gem Grinder, Hand",7313.55
7313.1400,"Gem Polisher, Hand",7313.60
7313.1701,Gem Driller,7313.68
7313.1800,Jewellery Engraver,7313.70
7313.1900,Engraver,7313.71
7313.2200,"Embosser, Sheet",7313.75
7313.2300,"Inlayer, Metal",7313.78
7313.9900,"Jewellery, Goldsmith and Silversmith",7313.90
7314.0100,"Mould Maker, Pottery and Porcelain",7321.10
7314.0200,"Caster, Pottery and Porcelain",7321.15
7314.0300,Clay Toy Maker/Hand Moulder,7321.20
7314.0400,"Moulder, Hand (Ceramics)",7321.25
7314.0500,Maker (Pottery and Porcelain)/Jigger and,7321.30
7314.0600,Turner Pottery and Porcelain,7321.35
7314.0700,"Bricks and Tile Moulder, Hand",7321.40
7314.0800,Abrasive Wheel Moulder,7321.50
7314.0900,Potter (Pottery and Porcelain)/Potter's,7321.60
7314.1000,Granulator Attendant (Cement),7329.20
7314.1100,Clay Maker (Pottery),7329.25
7314.1200,Checker (Ceramics),7329.35
7314.1300,"Sorter, Brick and Tile",7329.40
7314.9900,"Abrasive Wheel Formers, Potters and",7321.90
7315.0100,"Blower, Glass",7322.10
7315.0200,"Blower, Laboratory Apparatus",7322.12
7315.0600,Mouldman (Glass),7322.20
7315.0700,Bender (Glass),7322.22
7315.0800,Gatherer (Glass),7322.24
7315.0900,Drawer (Glass),7322.26
7315.1000,Bead Maker (Glass),7322.28
7315.1100,Optical Worker,7322.29
7315.1200,Lens Grinder,7322.30
7315.1300,Edger (Optical glass),7322.32
7315.1400,Lens Polisher (Optical),7322.34
7315.1500,Lens Centerer and Edger (Optical Glass),7322.35
7315.1600,Wheel Grinder (Glass),7322.38
7315.1700,Edge Finisher (Glass),7322.40
7315.1800,"Cutter, Glass Bangles",7322.45
7315.1900,Cooling Man (Glass),7322.50
7315.2000,"Glass Cutter, Other",7322.55
7315.2100,"Joiner, Glass Bangles",7322.60
7315.2200,"Crusher Attendant, Stone",7329.10
7315.2300,Grinder (Stone and Clay),7329.15
7315.2400,"Sorter, Glass Products",7329.30
7315.9900,"Glass Makers, Cutters, Grinders and",7322.90
7316.0100,"Engraver, Glass",7323.10
7316.0200,Glass Etcher,7323.20
7316.0300,Sand Blaster (Glass),7323.30
7316.0400,Volume Man/Calibrating Technician,7323.40
7316.0500,Waxing Man (Glass)/Helper,7323.50
7316.0600,Glass Enameller,7324.10
7316.0700,Hand Painter (Ceramics),7324.20
7316.0800,Decorator (Ceramics),7324.30
7316.0900,"Spray Painter, (Ceramics)",7324.40
7316.1000,"Glazer, Pottery and Porcelain",7324.50
7316.1100,Mirror Silverer,7324.60
7316.1200,"Signwriter, Decorative Painters, Engravers",7324.90
7317.0100,Lamp Shade Maker,7331.10
7317.0300,"Furniture Maker, Bamboo",7424.10
7317.0400,"Furniture Maker, Reed",7424.15
7317.0500,"Furniture Maker, Cane",7424.20
7317.0600,Caner,7424.25
7317.0700,Basket Maker,7424.30
7317.0800,"Mat Weaver, Bamboo",7424.35
7317.0900,"Mat Weaver, Grass and Leave",7424.40
7317.1000,Broom Maker,7424.45
7317.1100,Chick Maker,7424.50
7317.1200,Khas Thatti Maker,7424.55
7317.1300,Brush Material Preparer,7424.60
7317.1400,"Brush Maker, Hand",7424.65
7317.9900,"Basketry Weavers, Brush Makers and",7424.90
7318.0100,Candle Maker,7332.10
7318.0200,Candle Moulder,7332.20
7318.0300,Carpet Weaver (Carpet & Rug),7332.30
7318.0400,"Knitting Machine Operator, Automatic",7332.40
7318.0500,"Hand Printer, Textile/Hand Block Printer",7332.50
7318.0600,Hand Dyer,7332.60
7318.0800,"Repairer, Fabrics/Fabric Mender",7332.80
7318.0900,"Bale Breaker Tenter, Cotton/Blow Room",7431.10
7318.1000,"Batching Worker, Wool",7431.12
7318.1100,Wool Sorter,7431.14
7318.1200,"Selector, Jute",7431.16
7318.1300,"Grader, Coir",7431.18
7318.1500,Waste Machine Man (Cotton Textile)/Waste,7431.22
7318.1800,"Scouring Man, Wool/Wool Washing and",7431.28
7318.1900,Cooker (Silkworm),7431.30
7318.2000,"Softener Feeder and Receiver, Jute",7431.32
7318.2100,"Root Cutter, Jute",7431.34
7318.2200,Teaser (Feeder and Receiver) Jute,7431.40
7318.2300,"Fibre Preparer, Coir",7431.42
7318.2700,"Cardtenter, Cotton/Carding Tenter",7431.50
7318.2800,"Set Framer, Silk",7431.52
7318.2900,Sliver Lap Man/Combing Preparatory,7431.54
7318.3400,Comb Minder/Combing Preparatory,7431.66
7318.3500,Gill Box Man,7431.68
7318.3600,"Spreader Feeder, Jute",7431.70
7318.3700,"Spreader, Receiver, Jute",7431.71
7318.3800,"Breaker Feeder, Jute",7431.72
7318.4000,"Finisher Feeder, Jute",7431.75
7318.4200,Hand Spinner (Cotton and Woollen Textile),7432.20
7318.4300,Piecer,7432.22
7318.4500,"Spinner, Jute",7432.26
7318.4600,"Spinner, Coir",7432.28
7318.4700,Twister,7432.30
7318.4800,"Doffer, Spinning/Ring Spinning Doffer",7432.32
7318.4900,"Knotter, Silk",7432.40
7318.5000,Beam Gaiter,7432.42
7318.5100,"Lacer, Hand",7432.45
7318.5200,Lattice Pegger,7432.50
7318.5300,"Reacher, Hand (Textile)",7432.52
7318.5500,Weaver Power Loom,7432.55
7318.5800,"Weaver, Handloom",7432.58
7318.5900,"Carpet Weaver, Hand Knitting",7432.59
7318.6000,"Carpet Clipper, Hand",7432.60
7318.6100,Carpet Embosser,7432.61
7318.6200,Carpet Repairer,7432.62
7318.6300,Coir Weaver (Matting),7432.63
7318.6400,"Net Maker, Hand",7432.70
7318.6500,"Crochet Worker, Hand",7432.72
7318.6600,"Knitter, Hand",7432.74
7318.6700,"Braid Maker, Hand",7432.76
7318.9900,"Handicraft Workers in Textiles, Leather and",7432.90
7321.0100,"Compositor, Hand",7341.15
7321.0200,Impositor,7341.20
7321.0300,Distributor (Letter Press),7341.25
7321.0400,Composing Room Operatives,7341.30
7321.0500,Stereo Matrix Moulder,7342.10
7321.0600,Stereotype Caster,7342.20
7321.0700,Electrotyper,7342.30
7321.0800,Lithographic Artist,7343.10
7321.0900,"Retoucher, Lithographic",7343.15
7321.1000,Mounter/Mounting Machine Operator/CNC,7343.20
7321.1200,"Cameraman, Photomechanical",7343.30
7321.1300,Microstat Cameraman,7343.35
7321.1400,Photostat Camera Operator/Photocopier,7343.40
7321.1500,"Transferor, Photomechanical",7343.45
7321.1600,Etcher Photo Engraving,7343.50
7321.1700,"Barman, Lino Machine",7343.60
7321.9900,"Pre-Press Technicians, Others",7343.90
7322.0200,Lino Operator,7341.35
7322.0300,Mono Operator,7341.40
7322.0400,Mono Caster,7341.45
7322.0500,Type Caster,7341.50
7322.0600,"Maker-Up, Photo Type Setting",7341.55
7322.0700,Photo Type Setting Machine Operator,7341.60
7322.0800,Type Dresser,7341.65
7322.0900,"Roller Maker, Paper Printing",7341.70
7322.1000,Braille – Duplicating Machine Operator,7341.80
7322.1100,"Stencil Cutter, Silk Screen Printing",7346.10
7322.1200,Silk Screen Printer,7346.20
7322.1300,Printing Jobber,7346.30
7322.1400,Colour Maker (Textile Product),7346.40
7322.1500,Precision Printing Worker,7346.50
7322.1600,Frontman,7346.60
7322.1700,"Pressman (Flatbed, Letter Press)",8251.10
7322.1800,"Machineman, Hand Printing",8251.20
7322.1900,"Machineman, Automatic Printing",8251.30
7322.2000,"Machineman, Rotary Printing",8251.40
7322.2100,"Machineman, Offset Printing",8251.45
7322.2200,"Machineman, Direct Lithographic Printing",8251.50
7322.2300,"Pressman, Roto Gravure",8251.60
7322.9900,"Printers, Others",8251.90
7323.0100,Book Binder,7345.10
7323.0200,Map and Chart Mounter,7345.20
7323.0300,Book Mender,7345.30
7323.0400,Book Binding Worker,7345.40
7323.9900,"Book Binders and Related Workers, Other",7345.90
7411.0100,"Electrician, General",7137.10
7411.0200,Electrician (Mines),7137.15
7411.0301,"Wireman, Light and Power",7137.20
7411.0500,"Meter Sealer, Electrical",7137.35
7411.0600,"Electrician, Stage and Studio",7137.40
7411.9900,"Building and Related Electricians, Other",7137.90
7412.0100,"Mechanic, Precision Instrument, Electrical",7241.10
7412.0200,Electrical Fitter,7241.20
7412.0300,"Adjuster, Relays",7241.30
7412.0400,Armature Winder,7241.40
7412.0500,"Coil Winder, Machine",7241.50
7412.0600,"Electrician, Aircraft",7241.60
7412.0701,"Electrician, Automobile",7241.70
7412.9900,"Electrical Mechanics and Fitters, Other",7241.90
7413.0100,"Lineman, Light and Power",7245.10
7413.9900,"Electrical Line Installers, Repairers and",7245.90
7419.0100,Senior Functioner (Telephone Equipment,7249.10
7419.0200,Junior Functioner (Telephone Equipment,7249.20
7419.0300,Wiring Inspector and Bank Tester,7249.30
7419.0400,"Inspector, Assembly (Telephone Equipment",7249.40
7419.0500,Battery Servicing Man,7249.50
7419.0600,"Operator, Impregnation Plant (Telephone",7249.60
7419.9900,Electrical and Electronic Equipment,7249.90
7421.0100,"Electronics Fitter, General",7242.10
7421.0300,Electronic Mechanic,7243.10
7421.9900,"Electronic Fitters, Mechanics and Servicers,",7243.90
7422.0100,Installation Mechanic,7244.10
7422.0200,Maintenance Mechanic,7244.20
7422.0400,"Lineman, Telephone and Telegraph",7244.40
7422.0600,"Fault Controller, Telephones",7244.60
7422.0700,Carrier Attendant (Telephone) and,7244.70
7422.0800,Cable Jointer,7245.20
7422.0900,Radar Mechanic,7243.20
7422.1000,X-Ray Mechanic,7243.30
7422.1100,Television Installation Man,7243.40
7422.1200,Cable Television Installer,7243.45
7422.1300,Television Service and Repairman,7243.50
7422.1400,Radio Technician (Radio Manufacturing),7243.60
7422.1500,Radio Mechanic,7243.70
7422.1600,"Radio Craftsman, Installation",7243.75
7422.1700,"Radio Craftsman, Maintenance",7243.80
7511.0100,Butcher,7411.10
7511.0200,Slaughterer,7411.20
7511.0300,Sausage Maker,7411.30
7511.0400,Briner,7411.40
7511.0500,Pickler (Meat Product),7411.45
7511.0600,Shactor,7411.50
7511.9900,"Butchers, Fishmongers and Related Food",7411.90
7512.0100,Baker (Baking Products),7412.10
7512.0200,Mixing Machine Attendant,7412.15
7512.0300,Ovenman (Bakery Products),7412.20
7512.0400,Sweet Meat Maker,7412.25
7512.0500,Candy Maker,7412.30
7512.0600,Panman (Confectionery),7412.35
7512.0700,"Plate Worker, Confectionery",7412.40
7512.0800,Chocolate Maker,7412.50
7512.0900,Conche Operator (Sugar & Confectionery),7412.60
7512.1000,Yeast Maker (Beverage),7412.70
7512.9900,"Bakers, Pastry Cooks and Confectionery",7412.90
7513.0100,"Dairy Worker, General",7413.10
7513.0200,Separator Man,7413.20
7513.0300,Butter Maker,7413.30
7513.0400,Cheese Maker,7413.40
7513.0500,Ice-Cream Maker,7413.50
7513.9900,"Dairy Products Makers, Others",7413.90
7514.0100,Oil Expeller Man,7414.10
7514.0200,"Oil Crusher Operator, Animal-Driven",7414.20
7514.0300,"Grinder, Hand (Food Grain)",7414.30
7514.0400,"Pounder, Hand (Food Grain)",7414.35
7514.0500,Parcher (Food Grain),7414.36
7514.0600,"Washing Machine Attendant, Cleaner (Food",7414.38
